simple_ingr,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Cluster
Light Ice Cream,21412.5,0.0,5.0,0.0,26.185,15.5,19.5,0.15,0.0,0.0,0.2015,3.995,28.0,0.236,3.8,22.78,0.0495,62.82,1.693,0.3229999999999999,3.1935,6.0600000000000005,132.0,0.037,0.44,15.5,113.5,203.0,64.5,0.52,28.5,0.59,0.0555,0.8500000000000001,0.0849999999999999,2.0,2
Lime,9160.0,0.0,23.33333333333333,0.0,8.549999999999999,0.0,5.1,1.2,0.0,0.0,0.1683333333333333,0.4566666666666666,0.0,0.0126666666666666,0.2,1.5833333333333333,0.0293333333333333,90.52333333333333,0.0163333333333333,0.0473333333333333,0.0186666666666666,0.1666666666666666,19.666666666666668,0.0406666666666666,0.3066666666666666,7.0,14.0,98.0,6.666666666666667,0.0833333333333333,1.6666666666666667,0.0,0.036,21.83333333333333,0.1866666666666666,0.5666666666666667,2
Lotus Root,11255.0,0.0,0.0,0.0,16.02,0.0,25.4,3.1,0.0,0.0,0.3,1.58,0.0,0.01,0.6,0.5,0.127,81.42,0.014,0.014,0.021,0.07,26.0,0.217,0.9,22.0,78.0,363.0,45.0,0.33,0.0,0.0,0.218,27.4,0.01,0.1,2
Luncheon slices,43131.0,0.0,0.0,0.0,4.44,0.0,105.3,1.1,0.0,0.0,11.11,17.78,0.0,0.302,7.4,2.22,4.0,65.01,2.055,4.383,1.338,11.11,41.0,0.908,1.8,23.0,442.0,200.0,711.0,1.6,0.0,4.0,0.889,0.0,3.0,0.0,3
Lychees,9164.0,0.0,0.0,0.0,16.53,0.0,7.1,1.3,0.0,0.0,0.603,0.83,0.0,0.065,0.6,15.23,0.011,81.76,0.12,0.132,0.099,0.44,5.0,0.148,0.31,10.0,31.0,171.0,1.0,0.07,0.0,0.0,0.1,71.5,0.07,0.4,2
Mac and Cheese,22247.0,0.0,5.0,0.0,11.52,6.0,5.4,0.5,2.0,0.0,1.183,3.38,17.0,0.114,9.5,0.5,0.101,81.39,0.6,0.303,0.881,2.46,35.0,0.296,0.9,9.0,47.0,84.0,302.0,0.45,17.0,0.15,0.037,0.0,0.05,0.2,2
Macaroni,20106.0,0.0,55.0,0.0,26.61,0.0,5.0,4.3,13.0,245.0,1.071,4.53,0.0,0.061,19.8,1.15,0.112,68.37,0.012,0.044,0.016,0.11,11.0,0.092,0.49,19.0,50.0,31.0,6.0,0.44,5.0,0.0,0.024,0.0,0.21,0.3,2
Macaroni and cheese dinner with dry sauce mix,22959.0,0.0,5.0,0.0,70.12,7.0,36.0,3.2,15.0,0.0,3.882,13.86,17.0,0.626,47.5,9.61,1.04,8.05,0.665,0.813,1.151,4.82,146.0,0.193,2.75,49.0,331.0,347.0,680.0,1.23,18.0,0.77,0.142,0.7,0.13,0.2,3
Macaroni or noodles with cheese,32015.0,0.0,5.0,0.5,61.405,11.5,30.7,1.8,11.0,0.0,4.0,12.29,64.0,0.5045,42.8,6.619999999999999,0.79,17.865000000000002,1.958,1.553,1.6115,5.295,265.0,0.1805,2.085,42.0,365.5,275.5,884.5,1.285,64.5,0.585,0.1295,0.0,0.345,1.2000000000000002,3
Malt Beverage,14305.0,0.0,0.0,0.0,8.05,0.0,10.1,0.0,0.0,0.0,1.113,0.21,0.0,0.048,1.2,8.05,0.016,91.15,0.015,0.056,0.024,0.12,7.0,0.008,0.06,7.0,16.0,8.0,13.0,0.02,0.0,0.02,0.027,0.5,0.0,0.0,2
Mango,9307.0,5.5,594.0,27.5,45.85,0.0,12.6,1.35,26.0,0.0,1.04,1.28,0.0,0.044,1.25,39.36,0.0325,51.615,0.2305,0.1165,0.1505,0.62,8.5,0.1575,0.295,11.5,26.0,151.5,83.5,0.16,51.0,0.0,0.1745,28.75,2.115,7.0,2
Mangos,9176.0,9.0,640.0,10.0,14.98,0.0,7.6,1.6,23.0,3.0,0.669,0.82,0.0,0.038,0.6,13.66,0.028,83.46,0.14,0.071,0.092,0.38,11.0,0.111,0.16,10.0,14.0,168.0,1.0,0.09,54.0,0.0,0.119,36.4,0.9,4.2,2
Maraschino Cherries,9328.0,0.0,27.0,0.0,41.97,0.0,4.3,3.2,59.0,0.0,0.004,0.22,0.0,0.0,0.2,38.77,0.0,57.27,0.049,0.055,0.039,0.21,54.0,0.143,0.43,4.0,3.0,21.0,4.0,0.26,2.0,0.0,0.005,0.0,0.05,1.5,2
Margarine,4577.571428571428,0.0,522.8571428571429,0.0,0.8571428571428571,0.2857142857142857,11.771428571428572,0.0,0.0,0.0,0.015,0.2228571428571428,919.1428571428572,0.0244285714285714,0.0,0.0,0.0082857142857142,34.705714285714286,25.782285714285717,22.097857142857144,12.433142857142856,62.5,9.0,0.0012857142857142,0.0342857142857142,2.142857142857143,8.428571428571429,28.428571428571427,582.4285714285714,0.0057142857142857,962.8571428571428,0.06,1.0752857142857142,0.1285714285714286,13.734285714285717,90.11428571428571,3
Marmalade,19303.0,5.0,15.0,38.0,66.3,0.0,3.0,0.7,58.0,0.0,0.052,0.3,0.0,0.025,0.6,60.0,0.005,33.2,0.0,0.0,0.0,0.0,38.0,0.09,0.15,2.0,4.0,37.0,56.0,0.04,3.0,0.0,0.019,4.8,0.06,0.0,2
Mayonnaise,4708.0,0.0,30.0,3.0,0.0,33.0,9.0,0.0,27.0,0.0,0.01,0.37,5.0,0.0,2.3,0.0,0.008,57.58,29.542,4.006,5.37,40.0,0.0,0.019,0.0,2.0,15.0,31.0,800.0,0.07,8.0,0.12,0.002,0.0,2.19,53.7,3
Meatballs,43132.0,0.0,0.0,0.0,8.0,0.0,88.4,4.6,0.0,0.0,2.5,21.0,0.0,0.213,0.8,1.25,0.938,58.0,2.188,4.666,1.425,9.0,25.0,0.706,2.16,18.0,344.0,180.0,550.0,1.8,0.0,1.5,0.2,0.0,1.73,0.0,3
Melons,9182.666666666666,0.0,936.6666666666666,0.0,7.943333333333332,0.0,7.599999999999999,0.8333333333333334,28.33333333333333,0.0,0.4479999999999999,0.8233333333333333,0.0,0.0233333333333333,0.9333333333333332,7.229999999999999,0.034,90.62333333333332,0.0026666666666666,0.0596666666666666,0.038,0.14,8.666666666666666,0.0563333333333333,0.2966666666666667,11.333333333333334,11.0,189.0,19.0,0.1999999999999999,78.33333333333333,0.0,0.097,16.900000000000002,0.04,2.7,2
Milk,4416.28,0.0,7.36,0.0,15.434,16.36,40.728,0.064,0.0,0.0,0.2466,8.5328,86.08,0.3903999999999999,6.0680000000000005,15.094,0.09792,70.668,0.97988,0.13332,2.09464,3.442,305.24,0.03148,0.1436,27.72,238.44,417.48,134.56,1.0012,86.88,0.9008,0.08988,1.872,0.0712,0.284,2
Millet,20032.0,0.0,2.0,0.0,23.67,0.0,11.2,1.3,70.0,0.0,1.33,3.51,0.0,0.082,0.9,0.13,0.106,71.41,0.184,0.508,0.172,1.0,3.0,0.161,0.63,44.0,100.0,62.0,2.0,0.91,0.0,0.0,0.108,0.0,0.02,0.3,2
Miso,16112.0,0.0,52.0,0.0,25.37,0.0,72.2,5.4,0.0,0.0,0.906,12.79,0.0,0.233,7.0,6.2,0.098,43.02,1.118,2.884,1.025,6.01,57.0,0.42,2.49,48.0,159.0,210.0,3728.0,2.56,4.0,0.08,0.199,0.0,0.01,29.3,3
Molasses,19304.0,0.0,0.0,0.0,74.73,0.0,13.3,0.0,0.0,0.0,0.93,0.0,0.0,0.002,17.8,74.72,0.041,21.87,0.032,0.05,0.018,0.1,205.0,0.487,4.72,242.0,31.0,1464.0,37.0,0.29,0.0,0.0,0.67,0.0,0.0,0.0,2
Mollusks,26744.46153846154,0.0,0.0,0.0,3.551538461538461,60.23076923076923,70.23846153846154,0.0,0.0,0.0,1.3546923076923076,14.623076923076924,44.53846153846154,0.106076923076923,36.26153846153846,0.0476923076923076,0.054076923076923,78.65692307692308,0.186076923076923,0.3336153846153846,0.3016923076923077,1.3061538461538462,38.07692307692308,0.8968461538461538,3.31,49.84615384615385,229.23076923076923,300.38461538461536,215.30769230769232,11.08846153846154,44.53846153846154,10.529230769230768,0.1339230769230769,2.5923076923076924,1.3046153846153847,1.9384615384615385,0
Muffin,18940.0,0.0,3.0,1.0,50.05,28.0,51.7,4.2,56.0,0.0,1.375,4.23,10.0,0.175,9.8,27.05,0.163,39.94,0.86,1.363,1.549,4.22,35.0,0.08,2.0,10.0,125.0,96.0,413.0,1.27,10.0,0.16,0.042,0.9,0.39,5.7,2
Muffins,18271.6,2.4,4.8,0.2,48.254,11.2,36.1,3.44,89.4,0.0,2.2602,6.992,14.0,0.2252,17.2,12.512,0.3222,35.684000000000005,1.8568,3.3558,1.261,7.112,104.4,0.1944,3.036,52.0,201.0,198.4,378.4,0.974,14.6,0.06,0.0852,0.54,0.77,11.3,3
Mushrooms,11263.5,0.0,0.0,0.0,7.0075,0.0,23.725,1.925,0.0,0.0,2.79,2.1725,0.0,0.22325,12.525,2.625,0.069,89.52250000000001,0.02075,0.1225,0.04975,0.33,5.75,0.48825,0.8675,12.5,67.0,230.0,109.0,0.86,0.0,0.01,0.10475,1.6,0.0075,0.0,2
Mustard,2046.0,1.0,31.0,27.0,5.3,0.0,22.4,4.3,115.0,0.0,0.561,4.25,0.0,0.066,34.0,1.42,0.189,83.7,2.59,0.903,0.252,3.38,63.0,0.074,1.59,47.0,108.0,150.0,1100.0,0.64,4.0,0.0,0.069,0.4,0.35,1.5,2
Mustard Greens,11271.5,5.0,3018.0,20.0,3.89,0.0,0.4,3.0,5201.0,0.0,0.529,2.565,0.0,0.0815,0.75,0.8200000000000001,0.06,92.25,0.1025,0.0424999999999999,0.0115,0.3349999999999999,108.0,0.1115,1.38,22.5,41.0,261.5,22.5,0.225,252.5,0.0,0.144,41.9,1.68,296.3,1
Natto,16113.0,0.0,0.0,0.0,12.68,0.0,57.0,5.4,0.0,0.0,0.0,19.4,0.0,0.19,8.8,4.89,0.16,55.02,2.43,6.21,1.591,11.0,217.0,0.667,8.6,115.0,174.0,729.0,7.0,3.03,0.0,0.0,0.13,13.0,0.01,23.1,3
Nectarines,9191.0,0.0,199.0,117.0,9.18,0.0,6.2,1.5,130.0,0.0,1.12,1.06,0.0,0.027,0.0,7.89,0.034,89.0,0.0,0.0,0.0,0.28,2.0,0.082,0.3,8.0,26.0,131.0,13.0,0.21,21.0,0.0,0.025,2.9,0.61,2.0,2
Noodles,19440.666666666668,0.0,9.166666666666666,0.1666666666666666,53.71833333333333,24.33333333333333,40.06666666666667,2.65,408.0,0.0,3.2291666666666665,7.518333333333333,4.833333333333333,0.1989999999999999,32.166666666666664,0.5399999999999999,0.4298333333333333,27.531666666666663,3.1466666666666665,3.795,2.2743333333333333,10.183333333333332,18.666666666666668,0.1336666666666666,2.8216666666666668,24.33333333333333,98.5,86.83333333333333,215.33333333333331,0.8416666666666667,5.5,0.0866666666666666,0.0826666666666666,0.0,0.89,18.866666666666664,3
Nopales,11963.0,48.0,250.0,0.0,3.33,0.0,7.3,2.2,0.0,0.0,0.41,1.32,0.0,0.041,0.7,1.15,0.012,94.12,0.018,0.05,0.016,0.09,164.0,0.052,0.59,52.0,16.0,257.0,21.0,0.25,23.0,0.0,0.07,9.3,0.0,5.3,2
Nutritional supplement for people with diabetes,1250.0,0.0,0.0,0.0,11.88,2.0,60.5,2.2,0.0,0.0,2.201,4.4,165.0,0.187,7.7,2.64,0.165,79.74,2.318,0.395,0.232,3.08,110.0,0.22,1.98,44.0,110.0,176.0,92.0,1.65,165.0,0.66,0.22,26.4,1.46,8.8,2
Nuts,12197.684210526317,0.1578947368421052,14.157894736842104,0.4736842105263157,24.776315789473685,0.0,36.84736842105264,7.010526315789473,71.26315789473684,0.0,1.610947368421053,12.255263157894737,0.0,0.2843684210526315,107.38421052631578,10.740526315789474,0.2748421052631579,13.301052631578948,21.665473684210525,13.382157894736842,9.93863157894737,47.555263157894736,101.6842105263158,1.0545263157894738,3.0505263157894738,162.68421052631578,338.4736842105263,519.6315789473684,67.21052631578948,2.761052631578947,1.1578947368421053,0.0,0.2675263157894736,2.515789473684211,6.906842105263157,8.6,3
Oat Bran,20033.0,0.0,0.0,0.0,66.22,0.0,32.2,15.4,180.0,0.0,0.934,17.3,0.0,0.22,45.2,1.45,1.17,6.55,2.376,2.766,1.328,7.03,58.0,0.403,5.41,235.0,734.0,566.0,4.0,3.11,0.0,0.0,0.165,0.0,1.01,3.2,3
Oil,6231.809523809524,0.0,0.0,0.0,1.0252380952380953,0.0,1.1619047619047618,0.0,0.0,0.0,0.0,0.0176190476190476,0.0,0.0,0.0,0.0,0.0,0.0161904761904761,34.61557142857143,36.480714285714285,23.447904761904763,98.94142857142856,0.238095238095238,0.0,0.0471428571428571,0.0,0.0476190476190476,0.1428571428571428,3.142857142857143,0.0085714285714285,0.0,0.0,0.0,0.0,20.26809523809524,51.12380952380952,3
Okra,11279.5,13.5,299.5,0.0,6.93,0.0,11.7,2.6500000000000004,350.0,0.0,0.808,1.7799999999999998,0.0,0.078,0.6499999999999999,2.175,0.1365,90.35,0.0285,0.0455,0.0445,0.215,78.0,0.0925,0.5700000000000001,48.5,49.0,241.5,5.0,0.5349999999999999,25.5,0.0,0.126,16.3,0.295,39.55,2
Olives,9194.0,0.0,211.0,5.666666666666667,5.163333333333333,0.0,10.366666666666667,2.466666666666667,510.0,0.0,0.0986666666666666,0.9466666666666668,0.0,0.0023333333333333,0.9,0.18,0.009,79.87,8.012333333333332,0.8406666666666666,1.739,11.03,78.0,0.1989999999999999,3.3633333333333333,6.333333333333333,3.333333333333333,19.666666666666668,1008.6666666666666,0.16,18.0,0.0,0.0173333333333333,0.7999999999999999,2.37,1.3999999999999997,2
Onion Rings,11296.0,0.0,0.0,0.0,36.3,0.0,10.7,2.4,0.0,0.0,1.57,4.52,0.0,0.116,5.6,4.5,0.196,43.4,2.87,7.58,2.15,14.4,28.0,0.081,1.14,20.0,75.0,135.0,374.0,0.59,0.0,0.0,0.127,1.6,0.57,34.1,2
Onions,11286.5,0.0,150.25,0.0,8.3825,0.0,5.75,1.775,287.0,0.0,0.2345,1.25,0.0,0.037,0.525,3.5500000000000003,0.03975,89.75999999999999,0.0185,0.046,0.0285,0.1325,36.0,0.05325,0.5675,12.25,25.75,172.25,7.75,0.215,12.5,0.0,0.095,9.125,0.15,52.05,2
Orange,9208.75,10.5,32.875,112.0,17.03625,0.0,9.925,0.725,138.25,0.25,0.488625,1.145,0.0,0.06975,0.225,13.85,0.113,80.69624999999999,0.03125,0.039375,0.027125,0.16625,121.0,0.044375,0.18125,16.75,66.625,294.625,3.125,0.08625,7.75,0.0,0.109875,65.4625,0.2774999999999999,0.125,2
Orange Pineapple Juice Blend,9452.0,3.0,5.0,9.0,12.2,0.0,3.8,0.2,14.0,0.0,0.173,0.41,0.0,0.025,0.1,10.57,0.04,87.24,0.009,0.024,0.011,0.08,8.0,0.034,0.18,10.0,11.0,150.0,4.0,0.06,1.0,0.0,0.061,40.7,0.07,0.1,2
Ostrich,5642.0,0.0,0.0,0.0,0.0,83.0,65.7,0.0,0.0,0.0,6.557,26.15,0.0,0.268,33.5,0.0,0.213,67.12,2.156,0.739,1.793,7.07,8.0,0.136,3.43,23.0,224.0,323.0,80.0,4.33,0.0,5.74,0.501,0.0,0.24,3.5,3
Pancakes,22309.0,0.0,1.6,0.0,59.416,6.0,16.84,4.86,87.6,0.0,4.731,7.994,90.6,0.387,11.24,6.465999999999999,0.4634,25.462,0.9784,1.4114,0.4662,3.4200000000000004,218.6,0.199,4.252000000000001,70.6,570.0,218.4,851.2,1.1960000000000002,90.6,0.648,0.266,0.12,0.436,3.12,3
Papad,42200.0,0.0,4.0,0.0,59.87,4.0,0.4,18.6,1.0,0.0,1.472,25.56,13.0,0.258,8.3,0.0,0.277,3.49,0.532,1.148,1.084,3.25,143.0,0.998,7.8,271.0,385.0,1000.0,1745.0,3.4,13.0,0.0,0.285,0.0,0.05,0.4,4
Papaya,9227.5,1.0,182.5,420.0,12.665,0.0,4.05,1.15,57.0,914.0,0.2535,0.32,0.0,0.0155,0.4499999999999999,10.865,0.0144999999999999,86.53999999999999,0.0564999999999999,0.0465,0.064,0.205,15.0,0.0289999999999999,0.295,12.0,5.0,106.5,6.5,0.1149999999999999,32.5,0.0,0.0235,31.95,0.27,1.7000000000000002,2
Parsley,11297.0,0.0,5054.0,0.0,6.33,0.0,12.8,3.3,5561.0,0.0,1.313,2.97,0.0,0.098,0.1,0.85,0.086,87.71,0.295,0.124,0.132,0.79,138.0,0.149,6.2,50.0,58.0,554.0,56.0,1.07,421.0,0.0,0.09,133.0,0.75,1640.0,1
Parsnips,11299.0,0.0,0.0,0.0,17.01,0.0,27.0,3.6,0.0,0.0,0.724,1.32,0.0,0.051,1.7,4.8,0.083,80.24,0.112,0.047,0.05,0.3,37.0,0.138,0.58,29.0,69.0,367.0,10.0,0.26,0.0,0.0,0.093,13.0,1.0,1.0,2
Passionfruit,9231.5,0.0,581.0,32.0,18.49,0.0,5.8,5.3,0.0,0.0,1.48,1.2950000000000002,0.0,0.1305,0.35,12.3,0.0,79.275,0.046,0.22,0.0315,0.375,8.0,0.0694999999999999,0.92,23.0,40.5,313.0,17.0,0.075,50.0,0.0,0.075,29.9,0.015,0.55,2
Pasta,20255.75,5.25,8.5,0.0,43.4125,0.0,7.425,2.575,164.5,0.0,3.058,7.0075,0.0,0.1785,32.025,0.995,0.34275,47.875,0.18425,0.44825,0.2115,1.2875,10.75,0.1585,1.63,34.0,101.75,96.75,3.75,0.8825000000000001,1.0,0.0,0.08025,0.0,0.1,0.175,2
Pasta mix,32009.0,0.3333333333333333,95.33333333333331,0.0,72.49333333333334,0.6666666666666666,7.899999999999999,2.5,21.666666666666668,419.6666666666667,5.506666666666667,11.606666666666667,3.333333333333333,0.4276666666666666,35.300000000000004,7.063333333333333,1.3066666666666666,8.526666666666667,0.4053333333333333,0.5733333333333334,0.4166666666666667,1.8766666666666667,33.666666666666664,0.1523333333333333,2.776666666666667,37.0,127.33333333333331,274.3333333333333,1846.3333333333333,0.8833333333333333,11.666666666666666,0.1666666666666666,0.14,1.9333333333333331,0.5233333333333333,4.766666666666667,3
Peach,9242.5,1.0,438.75,168.5,22.2875,0.0,6.324999999999999,2.775,189.5,0.0,1.448,1.265,0.0,0.0692499999999999,0.775,16.755000000000003,0.02375,75.22,0.0925,0.12225,0.036,0.415,10.0,0.1285,1.1975,14.75,38.5,311.75,8.5,0.225,43.75,0.0,0.037,2.95,0.425,5.4,2
Peanut Butter,16180.0,0.0,0.0,0.0,26.742,0.0,72.28,7.279999999999999,0.0,0.0,16.2762,29.706,234.4,0.2056,6.06,9.792,0.2682,2.576,18.5108,9.601400000000002,7.274599999999999,37.564,63.2,0.9724,4.814,246.4,434.2,749.6,317.2,5.470000000000001,234.4,0.0,0.7857999999999999,0.0,14.1,0.36,4
Peanut Spread,16149.0,0.0,0.0,0.0,14.23,0.0,67.4,7.8,0.0,0.0,16.385,24.8,0.0,0.122,9.1,6.35,0.116,1.93,26.997,16.266,10.22,54.89,72.0,0.76,2.84,164.0,350.0,818.0,292.0,3.51,0.0,0.0,0.471,0.0,8.06,0.6,3
Peanuts,16188.833333333334,0.0,0.0,0.0,18.405,0.0,54.11666666666667,8.816666666666668,0.0,0.0,12.280833333333334,24.01,0.0,0.1283333333333333,6.133333333333333,4.2250000000000005,0.2288333333333333,9.133333333333336,23.28,12.109166666666669,7.020166666666667,45.928333333333335,64.16666666666667,0.5941666666666666,1.965,163.0,349.0,600.8333333333334,251.83333333333331,2.8666666666666667,0.0,0.0,0.3923333333333333,0.2666666666666666,6.023333333333333,0.0,3
Pear,9262.0,0.0,1.0,0.0,15.76,0.0,2.0,0.6,20.0,0.0,0.128,0.11,0.0,0.013,0.0,15.16,0.002,84.01,0.003,0.003,0.001,0.01,5.0,0.067,0.26,3.0,3.0,13.0,4.0,0.07,0.0,0.0,0.014,1.1,0.05,1.8,2
Pears,9276.0,0.25,4.0,0.5,25.8475,0.0,9.15,3.95,44.5,0.0,0.4515,0.73,0.0,0.04775,0.1,21.275,0.00925,72.6775,0.06775,0.076,0.01775,0.2575,12.75,0.1385,0.6225,13.0,22.25,205.75,2.25,0.15,0.25,0.0,0.03425,4.025,0.095,7.399999999999999,2
Peas,12060.857142857143,23.0,638.0,0.0,12.498571428571427,0.0,25.17142857142857,4.628571428571429,1358.571428571429,0.0,1.0634285714285714,4.695714285714286,0.0,0.0875714285714285,1.1285714285714286,3.997142857142857,0.1672857142857142,81.65285714285713,0.0425714285714285,0.1791428571428571,0.0689999999999999,0.3914285714285714,29.428571428571427,0.1207142857142857,1.5657142857142858,25.428571428571427,73.57142857142857,191.28571428571428,52.85714285714285,0.7185714285714286,54.0,0.0,0.1121428571428571,20.9,0.2071428571428571,23.185714285714287,2
Pepper,11976.0,39.0,184.0,0.0,5.35,0.0,7.4,3.4,0.0,0.0,1.242,1.66,0.0,0.054,0.3,1.95,0.081,91.81,0.027,0.243,0.048,0.45,14.0,0.094,0.46,17.0,32.0,256.0,13.0,0.25,17.0,0.0,0.357,82.7,0.69,9.5,2
Peppers,14471.0,50.142857142857146,595.0,98.71428571428572,6.277142857142857,0.0,7.814285714285715,2.2285714285714286,503.1428571428572,0.0,0.9057142857142856,1.1557142857142857,0.0,0.0575714285714285,0.3,3.52,0.0532857142857142,91.16142857142856,0.0181428571428571,0.1485714285714285,0.0571428571428571,0.3314285714285714,17.714285714285715,0.071,0.5271428571428571,14.0,26.571428571428573,220.0,208.7142857142857,0.1785714285714285,55.71428571428572,0.0,0.3261428571428571,86.0,1.1871428571428573,12.614285714285714,2
Persimmons,9263.0,0.0,253.0,1447.0,18.59,0.0,7.6,3.6,834.0,159.0,0.1,0.58,0.0,0.02,0.6,12.53,0.03,80.32,0.037,0.043,0.02,0.19,8.0,0.113,0.15,9.0,17.0,161.0,1.0,0.11,81.0,0.0,0.1,7.5,0.73,2.6,2
Pheasant,43283.0,0.0,0.0,0.0,0.0,89.0,85.8,0.0,0.0,0.0,7.53,32.4,57.0,0.18,20.7,0.0,0.07,54.2,5.627,1.185,3.908,12.1,16.0,0.084,1.43,22.0,242.0,271.0,43.0,1.37,57.0,0.72,0.75,2.3,0.27,4.9,3
Phyllo Dough,18338.0,0.0,0.0,0.0,52.6,0.0,6.9,1.9,11.0,0.0,4.073,7.1,0.0,0.341,23.3,0.18,0.541,32.6,3.149,0.923,1.47,6.0,11.0,0.101,3.21,15.0,75.0,74.0,483.0,0.49,0.0,0.0,0.03,0.0,0.08,2.5,2
Pickle Loaf,7058.0,4.0,147.0,46.0,8.46,58.0,31.7,1.5,87.0,0.0,2.486,11.23,78.0,0.115,7.9,8.46,0.392,60.29,7.06,2.804,5.287,15.95,109.0,0.105,1.33,34.0,153.0,371.0,1040.0,1.68,78.0,0.54,0.418,7.8,0.4,5.1,3
Pickle Relish,11945.0,129.0,519.0,296.0,35.06,0.0,4.9,1.1,271.0,0.0,0.233,0.37,0.0,0.033,0.0,29.13,0.0,62.07,0.209,0.122,0.054,0.47,3.0,0.085,0.87,5.0,14.0,25.0,811.0,0.14,61.0,0.0,0.015,1.0,0.58,83.8,2
Pickles,11938.5,40.5,185.0,93.5,11.57,0.0,3.25,1.0,184.5,0.0,0.112,0.53,0.0,0.0435,0.0,9.775,0.036,85.45,0.0045,0.1139999999999999,0.073,0.42,57.5,0.027,0.24,7.0,17.0,106.0,632.5,0.1149999999999999,21.0,0.0,0.029,1.4,0.24,31.950000000000003,2
Pie,18315.714285714286,49.5,91.5,4.214285714285714,38.277142857142856,19.357142857142858,19.707142857142856,1.3928571428571428,21.714285714285715,0.0,0.6984285714285715,3.146428571428572,59.35714285714285,0.1137142857142857,4.735714285714286,18.28,0.0935714285714285,44.540000000000006,5.5407142857142855,2.990142857142857,3.6182142857142856,13.046428571428573,40.35714285714285,0.0699285714285714,0.8435714285714286,12.857142857142858,66.0,111.92857142857144,247.78571428571428,0.3735714285714286,69.14285714285714,0.1407142857142857,0.0487857142857142,1.4857142857142858,0.8414285714285714,6.871428571428572,2
Pie Crust,18604.6,0.0,39.4,0.2,55.504,7.8,15.2,2.28,14.4,0.0,2.9598,5.416,50.6,0.2216,7.68,11.23,0.2714,8.948,14.8238,5.215,6.8218000000000005,28.568,26.6,0.2478,2.78,20.4,91.4,110.4,487.6,0.898,53.8,0.018,0.0475999999999999,0.02,1.504,19.0,3
Pie Filling,31735.0,0.0,11.5,4.0,35.24,0.0,3.3,1.8,22.0,0.0,0.063,0.255,0.0,0.0225,0.35,25.775,0.0175,64.03,0.0,0.0,0.0,0.15,15.5,0.0835,0.545,6.0,9.5,80.0,29.5,0.07,1.5,0.0,0.0225,1.2,0.135,2.2,2
Pimento,11943.0,238.0,1474.0,0.0,5.1,0.0,6.3,1.9,366.0,0.0,0.615,1.1,0.0,0.06,0.2,2.71,0.017,93.1,0.02,0.161,0.045,0.3,6.0,0.049,1.68,6.0,17.0,158.0,14.0,0.19,133.0,0.0,0.215,84.9,0.69,8.3,2
Pineapple,9303.75,0.0,16.0,0.0,11.79,0.0,3.975,0.65,0.0,0.0,0.299,0.4225,0.0,0.025,0.175,9.3275,0.072,87.39,0.013,0.03875,0.00775,0.1124999999999999,13.5,0.08825,0.3275,13.5,7.0,124.0,1.5,0.1149999999999999,1.25,0.0,0.0965,27.325,0.0175,0.3999999999999999,2
Pizza,21281.4,0.0,91.6,0.0,28.93,17.2,19.82,2.44,40.2,1896.2,1.9996000000000005,11.71,60.4,0.214,19.66,4.896,0.2042,45.34,3.941,1.8894,4.6928,11.662,178.2,0.1906,1.78,25.0,204.8,185.2,533.8,1.542,68.0,0.704,0.1188,2.16,0.904,6.640000000000001,3
Pizza rolls,32012.0,7.0,209.0,0.0,50.72,6.0,13.5,1.2,4.0,6530.0,2.075,8.73,50.0,0.212,12.1,3.74,0.202,27.86,3.849,2.853,2.494,9.98,125.0,0.131,1.8,20.0,137.0,301.0,599.0,0.73,67.0,0.26,0.07,0.0,1.59,4.6,2
Plantains,9277.0,438.0,457.0,0.0,31.89,0.0,13.5,1.7,30.0,0.0,0.672,1.3,0.0,0.076,1.5,17.51,0.062,65.2,0.0,0.0,0.0,0.35,3.0,0.074,0.55,36.0,32.0,487.0,4.0,0.19,56.0,0.0,0.242,18.4,0.0,28.8,2
Plums,9285.0,28.5,292.0,64.0,37.65,0.0,6.0,4.25,110.5,0.0,1.1495,1.44,0.0,0.106,0.15,24.025,0.0395,59.075,0.0935,0.053,0.0525,0.33,24.5,0.169,0.55,24.0,42.5,444.5,1.0,0.27,28.0,0.0,0.1169999999999999,5.05,0.345,32.95,2
Pokeberry Shoots,11351.0,0.0,5220.0,0.0,3.1,0.0,0.3,1.5,1747.0,0.0,1.1,2.3,0.0,0.25,0.9,1.6,0.07,92.9,0.013,0.176,0.092,0.4,53.0,0.126,1.2,14.0,33.0,184.0,18.0,0.19,435.0,0.0,0.111,82.0,0.85,108.0,1
