simple_ingr,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Cluster
Spices,2022.7916666666667,120.33333333333331,3445.75,701.0833333333334,58.89083333333334,0.0,45.625,26.02083333333333,2056.25,20.125,4.747625,13.393333333333333,0.0,0.515625,19.591666666666665,4.144583333333333,0.3479166666666666,8.653333333333334,3.5269583333333334,2.79525,3.168333333333333,11.326666666666666,866.625,0.8842083333333334,32.53041666666667,276.125,304.875,1500.875,200.79166666666663,4.042916666666667,321.5,0.0,0.9548333333333332,42.82916666666667,7.726666666666667,440.5083333333334,4
Spinach,11460.666666666666,0.0,6248.0,0.0,3.943333333333333,0.0,20.83333333333333,2.766666666666667,12821.0,0.0,0.517,3.2266666666666666,0.0,0.1676666666666666,2.6333333333333333,0.4433333333333333,0.0573333333333333,90.70666666666666,0.0076666666666666,0.249,0.1003333333333333,0.5866666666666667,126.33333333333331,0.157,2.3233333333333333,79.0,47.66666666666666,402.0,166.0,0.4933333333333333,520.6666666666666,0.0,0.1436666666666667,14.866666666666667,2.5033333333333334,495.06666666666666,1
Squash,11500.857142857143,99.57142857142856,478.4285714285714,0.0,4.908571428571428,0.0,8.385714285714286,1.4714285714285715,899.0,0.0,0.4925714285714285,0.9728571428571428,0.0,0.0482857142857142,0.2571428571428572,2.3457142857142856,0.0347142857142857,93.37142857142858,0.0145714285714285,0.0877142857142857,0.0561428571428571,0.2285714285714286,18.428571428571427,0.0659999999999999,0.4714285714285714,16.428571428571427,27.142857142857142,197.7142857142857,6.0,0.2657142857142857,44.142857142857146,0.0,0.1018571428571428,9.071428571428571,0.1257142857142857,3.585714285714286,2
Strawberries,9317.0,0.0,16.666666666666668,0.0,13.446666666666667,0.0,5.066666666666666,1.9333333333333331,23.33333333333333,0.0,0.3016666666666667,0.5533333333333333,0.0,0.031,0.4666666666666666,10.426666666666666,0.0223333333333333,85.42333333333333,0.0313333333333333,0.1126666666666666,0.0116666666666666,0.2233333333333333,15.0,0.0533333333333333,0.5499999999999999,10.666666666666666,16.333333333333332,129.0,2.333333333333333,0.12,1.3333333333333333,0.0,0.0413333333333333,43.9,0.2566666666666666,1.9666666666666668,2
Strawberry Beverage Mix,14350.0,0.0,0.0,0.0,99.1,0.0,0.1,0.0,0.0,0.0,0.073,0.1,0.0,0.11,0.5,95.45,0.003,0.4,0.0,0.0,0.0,0.2,4.0,0.0,0.44,1.0,5.0,6.0,38.0,0.0,0.0,0.0,0.002,0.3,0.0,0.0,2
Strudel,18354.0,1.0,5.0,3.0,41.1,6.0,17.4,2.2,42.0,0.0,0.33,3.3,6.0,0.025,6.1,25.75,0.04,43.5,3.267,5.315,2.044,11.2,15.0,0.03,0.42,9.0,33.0,149.0,135.0,0.19,6.0,0.22,0.046,1.7,1.42,2.9,2
Sugar,19335.0,0.0,0.0,0.0,99.15333333333332,0.0,0.7666666666666666,0.0,0.0,0.0,0.0366666666666666,0.04,0.0,0.0126666666666666,0.7999999999999999,98.21,0.0,0.53,0.0,0.0,0.0,0.1066666666666666,28.33333333333333,0.0203333333333333,0.2733333333333333,3.0,1.3333333333333333,45.66666666666666,10.333333333333334,0.0166666666666666,0.0,0.0,0.0136666666666666,0.0,0.0,0.0,2
Sweet Potato,11509.25,12.5,8563.0,0.0,19.9175,0.0,12.3,2.65,0.0,0.0,0.83075,1.65,0.0,0.06775,0.425,5.35,0.0695,77.305,0.00275,0.06275,0.0355,0.135,29.25,0.13625,0.7275,23.0,45.5,338.5,42.75,0.25,714.0,0.0,0.2125,15.3,0.7275,2.1,1
Sweet Potato Leaves,11506.0,33.0,1725.0,45.0,7.38,0.0,21.0,1.9,11449.0,0.0,1.003,2.18,0.0,0.267,0.9,5.48,0.112,89.2,0.012,0.134,0.065,0.34,33.0,0.033,0.63,48.0,40.0,312.0,7.0,0.26,147.0,0.0,0.16,1.5,0.96,108.6,1
Sweet Potatoes,31023.0,0.0,5204.0,0.0,35.58,0.0,26.0,5.7,8.0,0.0,0.697,2.16,0.0,0.092,0.4,12.9,0.092,51.97,3.703,2.863,1.157,8.92,52.0,0.177,0.77,26.0,59.0,409.0,146.0,0.38,434.0,0.0,0.177,7.5,1.49,4.6,2
Sweet Rolls,18356.0,1.0,5.0,2.0,50.9,66.0,41.3,2.4,70.0,0.0,2.384,6.2,61.0,0.265,17.0,31.73,0.324,24.8,4.797,7.473,3.079,16.4,72.0,0.088,1.6,17.0,76.0,111.0,304.0,0.59,62.0,0.14,0.107,2.0,1.99,4.4,3
Sweetener,24438.6,0.0,18.8,0.0,89.146,0.0,2.66,0.04,0.0,0.0,0.1377999999999999,0.6399999999999999,0.0,0.033,0.44,62.85,0.0243999999999999,9.854,0.0,0.0,0.0,0.09,0.2,0.0018,0.034,0.2,0.2,3.2,86.4,0.006,1.6,0.0,0.0468,3.4,0.196,4.5,2
Syrup,23264.08333333333,0.0,0.0,0.0,54.87,0.0833333333333333,2.0,0.5333333333333333,1.3333333333333333,0.0,0.09,0.8091666666666667,0.0833333333333333,0.1294166666666666,1.1333333333333333,43.73666666666667,0.0198333333333333,42.6,0.3606666666666667,0.0321666666666666,0.3959166666666667,1.0233333333333334,17.833333333333332,0.1386666666666666,0.335,19.75,32.666666666666664,106.33333333333331,137.0,0.4516666666666666,0.0833333333333333,0.005,0.0058333333333333,0.0166666666666666,0.2224999999999999,0.275,2
Taco Shells,18360.0,3.0,3.0,13.0,63.49,0.0,29.9,6.7,106.0,3.0,1.867,6.41,0.0,0.08,4.8,1.5,0.216,6.4,6.935,5.495,7.105,21.79,100.0,0.113,1.64,83.0,233.0,231.0,324.0,1.61,1.0,0.0,0.203,0.0,0.69,8.6,3
Tamarinds,9322.0,0.0,18.0,0.0,62.5,0.0,8.6,5.1,0.0,0.0,1.938,2.8,0.0,0.152,1.3,38.8,0.428,31.4,0.181,0.059,0.272,0.6,74.0,0.086,2.8,92.0,113.0,628.0,28.0,0.1,2.0,0.0,0.066,3.5,0.1,2.8,2
Tangerine,9221.0,14.0,38.0,214.0,10.1,0.0,6.2,0.2,166.0,0.0,0.1,0.5,0.0,0.02,0.1,9.9,0.06,88.9,0.036,0.04,0.024,0.2,18.0,0.025,0.2,8.0,14.0,178.0,1.0,0.03,13.0,0.0,0.042,31.0,0.13,0.0,2
Tangerines,9218.5,117.0,174.0,455.0,11.455,0.0,9.55,1.25,150.5,0.0,0.4105,0.7150000000000001,0.0,0.0325,0.25,9.725,0.07,87.34,0.0325,0.035,0.021,0.1699999999999999,24.0,0.0375,0.21,11.5,15.0,149.5,3.5,0.29,38.5,0.0,0.06,30.450000000000003,0.15,0.0,2
Tapioca,20068.0,0.0,0.0,0.0,88.69,0.0,1.2,0.9,0.0,0.0,0.0,0.19,0.0,0.0,0.8,3.35,0.004,10.99,0.005,0.003,0.005,0.02,20.0,0.02,1.58,1.0,7.0,11.0,1.0,0.12,0.0,0.0,0.008,0.0,0.0,0.0,2
Taquitos,32006.5,1.0,83.0,31.0,33.545,12.0,17.4,2.85,115.0,273.0,3.6935,9.305,24.0,0.293,16.05,1.48,0.331,42.595,4.981,4.211,2.4655,12.665,100.5,0.101,2.5700000000000003,24.0,134.5,164.5,454.5,0.88,32.5,0.23,0.1595,0.0,1.19,19.45,3
Taro,11518.0,0.0,35.0,20.0,26.46,0.0,17.3,4.1,0.0,0.0,0.6,1.5,0.0,0.025,0.7,0.4,0.095,70.64,0.016,0.083,0.041,0.2,43.0,0.172,0.55,33.0,84.0,591.0,11.0,0.23,4.0,0.0,0.283,4.5,2.38,1.0,2
Taro Leaves,11520.0,0.0,2895.0,0.0,6.7,0.0,12.8,3.7,1932.0,0.0,1.513,4.98,0.0,0.456,0.9,3.01,0.209,85.66,0.06,0.307,0.151,0.74,107.0,0.27,2.25,45.0,60.0,648.0,3.0,0.41,241.0,0.0,0.146,52.0,2.02,108.6,2
Tart,18459.0,0.0,3.0,1.0,76.8,0.0,8.4,1.5,4.0,0.0,3.8,3.99,285.0,0.549,12.9,4.87,0.285,12.04,3.338,0.878,1.393,5.99,44.0,0.073,3.42,44.0,93.0,66.0,361.0,0.28,285.0,0.0,0.38,3.8,0.53,0.4,3
Thuringer,7078.0,0.0,0.0,0.0,3.33,74.0,78.9,0.0,0.0,0.0,4.31,17.45,0.0,0.33,20.3,0.85,0.15,45.18,12.97,1.2,11.51,30.43,9.0,0.15,2.04,14.0,111.0,260.0,1300.0,2.56,0.0,5.5,0.26,16.6,0.22,1.3,3
Toaster Pastries,18938.0,0.0,0.0,0.0,71.83,0.0,8.4,1.8,52.0,0.0,6.174,4.01,202.0,0.495,3.4,31.0,0.519,14.04,2.186,3.36,3.091,9.02,12.0,0.062,4.35,11.0,71.0,86.0,311.0,0.36,202.0,0.01,0.495,0.0,0.74,19.4,3
Tofu,16128.0,0.0,10.0,0.0,5.02,0.0,66.85,2.05,0.0,0.0,0.3175,12.995,0.0,0.0435,18.7,1.71,0.1085,68.89,2.635,6.7355,1.7255,11.935,241.5,0.2775,2.99,43.5,189.5,133.0,12.0,1.315,0.5,0.0,0.0755,0.1,0.025,4.9,3
Tofu yogurt,43476.0,0.0,20.0,0.0,15.96,0.0,48.4,0.2,0.0,0.0,0.24,3.5,0.0,0.02,13.0,1.24,0.06,77.5,0.4,1.017,0.259,1.8,118.0,0.075,1.06,40.0,38.0,47.0,35.0,0.31,2.0,0.0,0.02,2.5,0.31,3.5,2
Tomatillos,11954.0,10.0,63.0,0.0,5.84,0.0,7.6,1.9,467.0,0.0,1.85,0.96,0.0,0.035,0.5,3.93,0.044,91.63,0.155,0.417,0.139,1.02,7.0,0.079,0.62,20.0,39.0,268.0,1.0,0.22,6.0,0.0,0.056,11.7,0.38,10.1,2
Tomato,11649.7,20.8,387.1,0.3,11.74,0.0,22.37,2.82,178.9,14896.1,1.924,2.744,0.0,0.1113999999999999,1.51,7.730000000000001,0.2009,82.636,0.0807,0.1961,0.0768,0.5349999999999999,29.5,0.2772,1.89,34.9,65.1,665.6,126.6,0.415,33.3,0.0,0.1351,22.17,1.211,8.98,2
Tomato and vegetable juice,43365.0,210.0,830.0,0.0,4.59,0.0,7.2,0.8,80.0,9660.0,0.73,0.6,0.0,0.03,0.5,3.28,0.04,93.5,0.016,0.042,0.014,0.1,11.0,0.2,0.42,11.0,17.0,193.0,58.0,0.2,78.0,0.0,0.14,27.7,0.32,5.3,2
Toppings,19308.25,0.0,3.25,0.0,65.0975,0.0,7.075,0.7749999999999999,3.0,0.0,0.1525,1.6775,4.75,0.03625,1.525,41.975,0.048,27.03,1.266,3.45675,0.50525,5.6,23.25,0.16675,0.3875,16.25,42.5,68.25,121.0,0.2875,5.0,0.045,0.048,3.625,0.095,0.4,2
Tortellini,22901.0,0.0,11.0,1.0,47.0,42.0,5.4,1.9,32.0,0.0,2.696,13.5,37.0,0.31,23.9,0.95,0.313,30.5,2.066,0.461,3.6,7.23,152.0,0.08,1.5,21.0,212.0,89.0,406.0,1.02,38.0,0.16,0.043,0.0,0.16,1.3,3
Tortillas,21674.0,0.0,1.3333333333333333,0.3333333333333333,46.63666666666666,0.0,13.733333333333334,6.533333333333334,47.333333333333336,0.0,3.5903333333333336,7.886666666666666,0.0,0.2119999999999999,21.8,2.3433333333333333,0.4733333333333333,36.00666666666667,1.835,1.5670000000000002,2.7516666666666665,6.866666666666667,157.0,0.1746666666666666,2.4966666666666666,59.66666666666666,288.6666666666667,191.0,466.0,1.2533333333333332,0.0,0.0,0.1966666666666666,0.0,0.3933333333333333,3.9,3
Turkey,10344.771428571428,0.0,3.5428571428571427,0.0,0.5548571428571429,89.91428571428571,76.5657142857143,0.0371428571428571,9.485714285714286,0.0,8.078771428571429,25.826571428571427,9.714285714285714,0.2415142857142857,28.925714285714285,0.168,0.0500857142857142,65.56542857142857,2.550885714285714,2.0512571428571427,2.0851428571428574,7.358285714285714,17.82857142857143,0.0903714285714285,1.087142857142857,26.457142857142856,215.2,248.37142857142857,273.74285714285713,2.414,10.0,1.1228571428571428,0.5365714285714286,0.0228571428571428,0.1494285714285714,0.3285714285714285,3
Turkey ham,42128.0,0.0,0.0,0.0,2.93,67.0,59.1,0.0,0.0,0.0,3.53,19.6,0.0,0.25,37.0,0.0,0.05,72.0,0.864,1.148,1.09,3.8,5.0,0.11,1.35,20.0,304.0,299.0,1038.0,2.36,0.0,0.26,0.23,0.0,0.39,0.0,3
Turnip Greens,22177.0,0.0,4869.0,0.0,4.05,0.0,0.3666666666666667,2.733333333333333,8982.0,0.0,0.413,1.95,0.0,0.0686666666666666,0.9333333333333332,0.5666666666666667,0.0363333333333333,92.76333333333334,0.021,0.127,0.074,0.3166666666666666,135.66666666666666,0.162,1.4166666666666667,22.666666666666668,28.0,189.33333333333331,24.33333333333333,0.26,405.6666666666667,0.0,0.0956666666666666,21.566666666666663,2.0033333333333334,391.1666666666667,1
Turnips,11564.0,0.0,0.0,0.0,6.43,0.0,11.1,1.8,0.0,0.0,0.4,0.9,0.0,0.03,0.7,3.8,0.04,91.87,0.006,0.053,0.011,0.1,30.0,0.085,0.3,11.0,27.0,191.0,67.0,0.27,0.0,0.0,0.09,21.0,0.03,0.1,2
Turnover,32024.0,1.25,50.5,1.0,25.3975,21.75,18.25,1.5750000000000002,74.5,425.0,2.5155000000000003,8.8575,37.5,0.22975,17.174999999999997,5.905,0.26075,55.535,2.6,1.02775,3.937,8.2675,177.25,0.086,2.06,22.0,130.25,160.0,407.5,1.2,42.0,0.4975,0.12975,0.0,0.5,8.625,2
Turtle,93600.0,0.0,0.0,0.0,0.0,50.0,65.0,0.0,0.0,0.0,1.1,19.8,30.0,0.15,16.8,0.0,0.12,78.5,0.088,0.17,0.127,0.5,118.0,0.25,1.4,20.0,180.0,230.0,68.0,1.0,30.0,1.0,0.12,0.0,0.5,0.1,3
Vanilla,2052.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.129,0.03,0.0,0.029,0.0,14.4,0.003,85.58,0.0,0.0,0.0,0.0,3.0,0.003,0.05,1.0,0.0,0.0,3.0,0.01,0.0,0.0,0.008,0.0,0.0,0.0,2
Veal,17113.529411764706,0.0,0.0,0.0,1.1658823529411766,116.0,113.64117647058823,0.0294117647058823,0.0,0.0,8.939823529411765,26.42235294117647,1.1764705882352942,0.3058823529411765,12.729411764705883,0.0670588235294117,0.0777647058823529,63.62,2.780647058823529,0.6193529411764706,2.7128823529411763,7.293529411764705,16.294117647058822,0.1014705882352941,1.0447058823529412,28.11764705882353,259.05882352941177,357.8235294117647,124.41176470588236,3.264705882352941,1.1764705882352942,1.5041176470588236,0.3835882352941176,2.317647058823529,0.3770588235294118,4.652941176470588,3
Vegetable Juice,11578.0,93.0,377.0,0.0,3.87,0.0,8.1,0.5,278.0,7119.0,0.722,0.93,0.0,0.033,0.2,2.84,0.05,94.09,0.06,0.076,0.088,0.31,14.0,0.068,0.28,11.0,19.0,185.0,169.0,0.12,35.0,0.0,0.071,54.3,1.02,6.1,2
Vegetables,11584.0,968.0,2082.0,0.0,13.09,0.0,24.1,4.4,637.0,0.0,0.851,2.86,0.0,0.12,0.3,3.12,0.071,83.23,0.01,0.072,0.031,0.15,25.0,0.083,0.82,22.0,51.0,169.0,35.0,0.49,214.0,0.0,0.074,3.2,0.38,23.5,2
Vegetarian fillets,43134.0,0.0,0.0,0.0,9.0,0.0,82.0,6.1,0.0,0.0,12.0,23.0,0.0,0.9,1.0,0.8,1.1,45.0,4.376,9.332,2.849,18.0,95.0,0.925,2.0,23.0,450.0,600.0,490.0,1.4,0.0,4.2,1.5,0.0,3.45,0.0,3
Vegetarian meatloaf or patties,43137.0,0.0,0.0,0.0,8.0,0.0,73.1,4.6,0.0,0.0,10.0,21.0,0.0,0.6,0.8,1.2,0.9,58.0,2.188,4.666,1.425,9.0,29.0,0.706,2.1,18.0,344.0,180.0,550.0,1.8,0.0,2.4,1.2,0.0,1.73,0.0,3
Veggie Burgers,16147.0,0.0,10.0,0.0,14.27,5.0,19.4,4.9,0.0,0.0,3.753,15.7,0.0,0.244,22.6,1.07,2.651,61.21,1.778,2.023,1.44,6.3,136.0,0.2,2.41,56.0,206.0,333.0,569.0,1.26,1.0,2.01,0.303,4.5,0.23,4.2,3
Vermicelli,43114.0,0.0,22.0,0.0,82.32,0.0,177.0,3.9,0.0,0.0,0.0,0.1,0.0,0.0,27.0,17.44,0.0,11.9,0.013,0.041,0.014,0.1,55.0,1.916,1.81,2.0,20.0,3.0,4.0,4.24,2.0,0.0,0.0,0.0,0.51,3.8,3
Vinegar,2050.5,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.22,0.0,94.295,0.0,0.0,0.0,0.0,6.5,0.007,0.115,3.0,6.0,37.5,3.5,0.025,0.0,0.0,0.0,0.0,0.0,0.0,2
Vitamin D as ingredient,999328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Waffle,18933.0,0.0,2.0,2.0,48.39,13.0,28.1,2.6,66.0,0.0,7.942,7.42,437.0,0.648,10.3,4.41,0.563,31.57,5.292,1.502,2.275,9.49,299.0,0.037,6.59,22.0,444.0,138.0,530.0,0.48,438.0,1.62,1.11,0.0,0.68,12.5,3
Waffles,28325.0,0.0,1.0,1.0,46.105,0.0,15.1,2.85,34.0,0.0,3.7585,4.93,77.5,0.263,15.45,3.01,0.2545,40.88,2.585,1.902,0.7475,6.205,91.5,0.141,3.53,48.0,322.5,144.0,531.0,0.835,77.5,2.1950000000000003,0.3189999999999999,0.0,0.6849999999999999,7.199999999999999,3
Wasabi,27064.0,0.0,2.0,0.0,46.13,0.0,2.3,6.1,5.0,0.0,0.16,2.23,0.0,0.07,2.2,13.2,0.05,31.7,4.41,3.627,2.031,10.9,41.0,0.055,0.5,21.0,26.0,182.0,3390.0,0.61,0.0,0.0,0.05,0.0,3.91,3.5,2
Water,14598.666666666666,0.0,0.0,0.0,1.5433333333333332,0.0,0.0,0.0,0.0,0.0,0.2813333333333333,0.0,10.666666666666666,0.0,0.0,1.5,0.0,98.09,0.0,0.0,0.0,0.0,9.333333333333334,0.0046666666666666,0.0,1.6666666666666667,0.0,1.3333333333333333,8.0,0.1066666666666666,10.666666666666666,0.0833333333333333,0.028,4.233333333333333,0.6333333333333333,0.0,2
Waterchestnuts,11590.0,0.0,0.0,0.0,12.3,0.0,18.5,2.5,0.0,0.0,0.36,0.88,0.0,0.024,0.7,2.46,0.011,86.42,0.001,0.026,0.016,0.06,4.0,0.1,0.87,5.0,19.0,118.0,8.0,0.38,0.0,0.0,0.159,1.3,0.5,0.2,2
Watercress,11591.0,0.0,1914.0,0.0,1.29,0.0,9.0,0.5,5767.0,0.0,0.2,2.3,0.0,0.12,0.9,0.2,0.09,95.11,0.008,0.035,0.027,0.1,120.0,0.077,0.2,21.0,60.0,330.0,41.0,0.11,160.0,0.0,0.129,43.0,1.0,250.0,1
Watermelon,9326.0,0.0,303.0,78.0,7.55,0.0,4.1,0.4,8.0,4532.0,0.178,0.61,0.0,0.021,0.4,6.2,0.033,91.45,0.037,0.05,0.016,0.15,7.0,0.042,0.24,10.0,11.0,112.0,1.0,0.1,28.0,0.0,0.045,8.1,0.05,0.1,2
Waxgourd,11594.0,0.0,0.0,0.0,3.04,0.0,4.9,1.0,197.0,0.0,0.384,0.4,0.0,0.001,0.2,1.18,0.034,96.06,0.037,0.088,0.016,0.2,18.0,0.022,0.38,10.0,17.0,5.0,107.0,0.59,0.0,0.0,0.032,10.5,0.08,2.8,2
Wheat Bran,20077.0,0.0,6.0,0.0,64.51,0.0,74.4,42.8,240.0,0.0,13.578,15.55,0.0,0.577,77.6,0.41,0.523,9.89,0.637,2.212,0.63,4.25,73.0,0.998,10.57,611.0,1013.0,1182.0,2.0,7.27,0.0,0.0,1.303,0.0,1.49,1.9,4
Wheat Flour,20181.25,0.0,1.5,0.0,74.28,0.0,15.6,4.625,83.75,0.0,4.91625,11.4625,0.0,0.30275,42.325,0.315,0.5547500000000001,11.985,0.14925,0.6799999999999999,0.246,1.53,19.75,0.2199999999999999,3.455,51.5,167.5,169.25,2.0,1.2125,0.0,0.0,0.1329999999999999,0.0,0.3075,0.7,3
Whey,1114.0,0.0,1.5,0.0,73.955,4.5,225.0,0.0,0.0,0.0,1.209,12.33,12.5,2.1340000000000003,27.25,73.955,0.5705,3.35,0.2229999999999999,0.0275,0.513,0.805,1425.0,0.06,1.06,187.5,1140.5,2184.5,1023.5,4.14,12.5,2.435,0.602,1.2,0.01,0.05,4
Whipped topping,42135.0,0.0,45.0,0.0,23.6,2.0,0.0,0.0,0.0,0.0,0.1,3.0,0.0,0.09,2.4,23.6,0.02,59.7,0.838,0.269,11.273,13.1,71.0,0.01,0.1,7.0,74.0,101.0,72.0,0.1,4.0,0.2,0.02,0.0,0.5,3.2,2
Wild Rice,20088.5,0.0,6.5,0.0,48.120000000000005,0.0,22.6,4.0,142.0,0.0,4.01,9.36,0.0,0.1745,1.7999999999999998,1.615,0.0835,40.845000000000006,0.1045,0.4445,0.1025,0.7100000000000001,12.0,0.3225,1.28,104.5,257.5,264.0,5.0,3.65,0.5,0.0,0.263,0.0,0.53,1.2,2
Yam,11602.0,0.0,73.0,0.0,27.48,0.0,16.2,3.9,0.0,0.0,0.552,1.49,0.0,0.028,0.7,0.49,0.095,70.13,0.005,0.06,0.029,0.14,14.0,0.152,0.52,18.0,49.0,670.0,8.0,0.2,6.0,0.0,0.228,12.1,0.34,2.3,2
Yeast extract spread,43406.0,0.0,0.0,0.0,20.42,0.0,65.1,6.5,0.0,0.0,127.5,23.88,0.0,17.5,27.6,1.6,23.375,40.9,0.0,0.0,0.0,0.9,67.0,0.245,4.04,180.0,104.0,2100.0,3380.0,4.19,0.0,0.5,0.0,0.0,0.0,0.0,4
Yellow rice with seasoning,32011.0,0.0,0.0,0.0,74.68,0.0,8.5,1.8,1.0,0.0,3.509,7.02,0.0,0.128,10.6,1.75,0.395,10.76,0.43,0.833,0.0,1.75,35.0,0.272,2.53,112.0,174.0,801.0,1316.0,1.21,9.0,0.0,0.58,0.0,0.25,0.6,3
Yogurt,1239.3636363636365,0.0,3.5454545454545454,0.0,7.966363636363636,7.545454545454546,16.536363636363635,0.1909090909090909,1.7272727272727273,0.0,0.1771818181818182,7.685454545454546,29.09090909090909,0.2347272727272727,8.136363636363637,7.638181818181818,0.0372727272727272,81.75454545454545,0.6238181818181818,0.1147272727272727,1.0767272727272728,1.8790909090909087,119.36363636363636,0.0169090909090909,0.0518181818181818,11.818181818181818,124.8181818181818,153.45454545454547,43.09090909090909,0.5727272727272728,29.363636363636363,0.5672727272727273,0.0512727272727272,0.3545454545454545,0.0272727272727272,0.1272727272727273,2
Yogurt Parfait,21463.0,0.0,12.0,0.0,15.86,3.0,11.9,1.1,12.0,0.0,0.714,3.36,29.0,0.173,3.9,11.68,0.07,78.98,0.307,0.122,0.525,1.01,105.0,0.054,0.49,17.0,93.0,189.0,49.0,0.89,30.0,0.88,0.233,14.3,0.25,1.7,2
Zwieback,3217.0,0.0,4.0,1.0,74.2,8.0,10.7,2.5,16.0,0.0,1.319,10.1,15.0,0.239,28.7,12.5,0.208,4.5,4.244,2.073,2.525,9.7,20.0,0.145,0.6,14.0,55.0,305.0,227.0,0.54,16.0,0.0,0.082,5.3,2.44,0.9,3
